EETrajData1,EETrajData2,EETrajData3,EETrajData4,EETrajData5,EETrajData6
EE X (Mm),EE Y (Mm),EE Z (Mm),EE Roll (Deg),EE Pitch (Deg),EE Yaw (Deg)
1696.95776981102,25.7658278782215,1384.24569925139,-15.0060248992675,-68.6391209050049,-157.940816438057
1698.36122435581,25.903000844927,1383.31273177181,-14.9865801984426,-68.5297901859927,-157.925785723187
1699.76298559062,26.0401980939683,1382.37723240401,-14.9671304296244,-68.4204558043409,-157.910770437362
1701.16304882535,26.1774190574597,1381.43920420346,-14.947675558776,-68.311117782867,-157.895770548475
1702.56140937575,26.3146631670492,1380.49865023385,-14.9282155518434,-68.2017761443773,-157.880786024427
1703.95806256349,26.451929853921,1379.55557356717,-14.9087503747551,-68.0924309116664,-157.86581683312
1705.35300371615,26.5892185487979,1378.60997728363,-14.8892799934222,-67.9830821075176,-157.85086294246
1706.7462281672,26.7265286819433,1377.66186447168,-14.8698043737385,-67.8737297547032,-157.835924320359
1708.13773125611,26.8638596831643,1376.711238228,-14.8503234815795,-67.7643738759841,-157.821000934731
1709.52750832825,27.0012109818132,1375.75810165749,-14.8308372828029,-67.6550144941101,-157.806092753493
1710.91555473499,27.1385820067905,1374.80245787325,-14.811345743248,-67.5456516318203,-157.791199744566
1712.30186583369,27.2759721865471,1373.84430999655,-14.7918488287357,-67.4362853118426,-157.776321875873
1713.68643698771,27.4133809490867,1372.88366115687,-14.7723465050678,-67.3269155568944,-157.761459115341
1715.06926356643,27.5508077219682,1371.92051449184,-14.752838738028,-67.2175423896822,-157.746611430897
1716.45034094525,27.6882519323078,1370.95487314727,-14.7333254933801,-67.1081658329019,-157.731778790474
1717.82966450564,27.8257130067819,1369.98674027709,-14.7138067368688,-66.998785909239,-157.716961162003
1719.20722963512,27.9631903716292,1369.0161190434,-14.6942824342195,-66.8894026413685,-157.702158513419
1720.5830317273,28.1006834526531,1368.04301261639,-14.6747525511375,-66.7800160519551,-157.687370812659
1721.95706618188,28.2381916752241,1367.0674241744,-14.6552170533083,-66.6706261636531,-157.672598027661
1723.32932840468,28.3757144642824,1366.08935690383,-14.635675906397,-66.5612329991068,-157.657840126364
1724.69981380764,28.5132512443401,1365.10881399923,-14.6161290760487,-66.4518365809506,-157.643097076707
1726.06851780883,28.6508014394835,1364.12579866317,-14.5965765278874,-66.3424369318085,-157.628368846631
1727.4354358325,28.7883644733759,1363.14031410633,-14.5770182275165,-66.2330340742949,-157.613655404079
1728.80056330907,28.9259397692598,1362.15236354744,-14.5574541405186,-66.1236280310144,-157.598956716991
1730.16389567512,29.0635267499591,1361.16195021326,-14.5378842324544,-66.0142188245619,-157.58427275331
1731.52542837347,29.201124837882,1360.16907733862,-14.5183084688638,-65.9048064775225,-157.569603480977
1732.88515685313,29.338733455023,1359.17374816634,-14.4987268152646,-65.795391012472,-157.554948867934
1734.24307656935,29.4763520229655,1358.17596594726,-14.4791392371527,-65.6859724519767,-157.540308882122
1735.59918298365,29.6139799628843,1357.17573394024,-14.459545700002,-65.5765508185935,-157.525683491481
1736.95347156377,29.7516166955478,1356.17305541212,-14.439946169264,-65.4671261348702,-157.511072663952
1738.30593778378,29.8892616413208,1355.16793363772,-14.4203406103675,-65.3576984233453,-157.496476367472
1739.656577124,30.0269142201667,1354.1603718998,-14.4007289887186,-65.2482677065482,-157.481894569979
1741.00538507108,30.1645738516497,1353.15037348913,-14.3811112697007,-65.1388340069995,-157.467327239407
1742.352357118,30.3022399549377,1352.13794170438,-14.3614874186734,-65.0293973472108,-157.452774343692
1743.69748876406,30.4399119488048,1351.12307985217,-14.3418574009732,-64.9199577496848,-157.438235850764
1745.04077551492,30.577589251633,1350.10579124703,-14.322221181913,-64.8105152369158,-157.423711728552
1746.38221288262,30.7152712814155,1349.08607921141,-14.3025787267816,-64.7010698313891,-157.409201944985
1747.72179638558,30.8529574557587,1348.06394707567,-14.2829300008438,-64.5916215555818,-157.394706467987
1749.0595215486,30.9906471918849,1347.03939817802,-14.2632749693399,-64.4821704319625,-157.380225265479
1750.39538390292,31.1283399066344,1346.01243586458,-14.2436135974859,-64.3727164829912,-157.365758305379
1751.72937898618,31.2660350164684,1344.98306348932,-14.2239458504728,-64.26325973112,-157.351305555604
1753.0615023425,31.4037319374711,1343.95128441405,-14.2042716934668,-64.1538001987926,-157.336866984065
1754.39174952243,31.5414300853523,1342.91710200842,-14.1845910916088,-64.0443379084447,-157.32244255867
1755.72011608299,31.6791288754502,1341.88051964994,-14.1649040100142,-63.9348728825041,-157.308032247323
1757.04659758772,31.8168277227331,1340.8415407239,-14.1452104137726,-63.8254051433905,-157.293636017924
1758.37118960662,31.9545260418026,1339.8001686234,-14.1255102679479,-63.7159347135161,-157.279253838369
1759.69388771625,32.092223246896,1338.75640674934,-14.105803537578,-63.6064616152852,-157.264885676549
1761.01468749966,32.2299187518881,1337.7102585104,-14.0860901876741,-63.4969858710944,-157.250531500349
