AllInertia1,AllInertia2,AllInertia3,AllInertia4,AllInertia5,AllInertia6
J1 Izz (KgM^2),J2 Izz (KgM^2),J3 Izz (KgM^2),J4 Izz (KgM^2),J5 Izz (KgM^2),J6 Izz (KgM^2)
2.1106079953624,2.5903983949713,1.61156873689274,0.00200000182491809,0.0323494000769102,0.0020000017776
2.11063532096848,2.59041820016105,1.61156855985246,0.00200000197098841,0.0323494000769129,0.0020000017776
2.11068086318731,2.59045120817753,1.61156826470105,0.00200000222819254,0.0323494000769173,0.0020000017776
2.11074462242662,2.59049741886453,1.61156785130506,0.00200000261716609,0.0323494000769234,0.0020000017776
2.11082659925715,2.59055683200332,1.61156731947761,0.00200000316679874,0.0323494000769314,0.0020000017776
2.11092679441263,2.59062944731262,1.61156666897845,0.00200000391423419,0.0323494000769412,0.0020000017776
2.11104520878968,2.59071526444859,1.61156589951394,0.00200000490487022,0.0323494000769528,0.0020000017776
2.1111818434477,2.59081428300472,1.61156501073706,0.00200000619235862,0.0323494000769661,0.0020000017776
2.1113366996088,2.59092650251185,1.61156400224739,0.00200000783860522,0.0323494000769811,0.0020000017776
2.11150977865765,2.59105192243804,1.61156287359112,0.00200000991376991,0.032349400076998,0.0020000017776
2.11170108214134,2.59119054218854,1.61156162426106,0.00200001249626659,0.0323494000770166,0.0020000017776
2.1119106117692,2.59134236110568,1.61156025369663,0.00200001567276315,0.032349400077037,0.0020000017776
2.11213836941267,2.59150737846882,1.61155876128386,0.00200001953818151,0.0323494000770592,0.0020000017776
2.11238435710505,2.59168559349417,1.61155714635541,0.00200002419569758,0.0323494000770831,0.0020000017776
2.11264857704135,2.59187700533479,1.61155540819052,0.00200002975674121,0.0323494000771088,0.0020000017776
2.11293103157798,2.59208161308037,1.61155354601508,0.0020000363409962,0.0323494000771363,0.0020000017776
2.11323172323259,2.59229941575719,1.61155155900156,0.00200004407640026,0.0323494000771656,0.0020000017776
2.11355065468376,2.59253041232791,1.61154944626909,0.00200005309914497,0.0323494000771966,0.0020000017776
2.11388782877071,2.5927746016915,1.61154720688336,0.00200006355367574,0.0323494000772294,0.0020000017776
2.11424324849306,2.59303198268302,1.61154483985672,0.00200007559269176,0.032349400077264,0.0020000017776
2.11461691701044,2.59330255407353,1.61154234414811,0.00200008937714592,0.0323494000773003,0.0020000017776
2.11500883764223,2.59358631456984,1.6115397186631,0.00200010507624478,0.0323494000773384,0.0020000017776
2.11541901386715,2.59388326281442,1.61153696225388,0.00200012286744843,0.0323494000773783,0.0020000017776
2.11584744932296,2.59419339738515,1.61153407371925,0.00200014293647047,0.03234940007742,0.0020000017776
2.11629414780601,2.59451671679516,1.61153105180463,0.00200016547727785,0.0323494000774634,0.0020000017776
2.1167591132709,2.59485321949258,1.61152789520206,0.00200019069209077,0.0323494000775086,0.0020000017776
2.11724234983002,2.59520290386041,1.61152460255019,0.00200021879138254,0.0323494000775556,0.0020000017776
2.11774386175315,2.59556576821622,1.61152117243433,0.00200024999387942,0.0323494000776043,0.0020000017776
2.11826365346696,2.59594181081196,1.61151760338636,0.00200028452656046,0.0323494000776548,0.0020000017776
2.11880172955461,2.59633102983371,1.61151389388483,0.00200032262465734,0.0323494000777071,0.0020000017776
2.1193580947552,2.59673342340147,1.61151004235487,0.00200036453165411,0.032349400077761,0.0020000017776
2.11993275396331,2.59714898956882,1.61150604716827,0.00200041049928696,0.0323494000778169,0.0020000017776
2.12052571222844,2.59757772632276,1.61150190664345,0.00200046078754403,0.0323494000778744,0.0020000017776
2.12113697475453,2.59801963158335,1.61149761904541,0.00200051566466505,0.0323494000779338,0.0020000017776
2.12176654689932,2.5984747032035,1.61149318258584,0.00200057540714103,0.0323494000779948,0.0020000017776
2.12241443417386,2.59894293896863,1.61148859542302,0.00200064029971404,0.0323494000780577,0.0020000017776
2.12308064224187,2.59942433659639,1.61148385566188,0.00200071063537668,0.0323494000781223,0.0020000017776
2.12376517691915,2.59991889373636,1.61147896135398,0.0020007867153718,0.0323494000781887,0.0020000017776
2.12446804417293,2.60042660796972,1.61147391049751,0.00200086884919199,0.0323494000782568,0.0020000017776
2.12518925012126,2.60094747680895,1.6114687010373,0.00200095735457918,0.0323494000783267,0.0020000017776
2.12592880103232,2.60148149769745,1.61146333086482,0.00200105255752405,0.0323494000783984,0.0020000017776
2.12668670332375,2.60202866800928,1.61145779781819,0.00200115479226556,0.0323494000784718,0.0020000017776
2.12746296356196,2.60258898504872,1.61145209968215,0.00200126440129031,0.0323494000785469,0.0020000017776
2.1282575884614,2.60316244604996,1.6114462341881,0.00200138173533191,0.0323494000786239,0.0020000017776
2.12907058488382,2.60374904817676,1.61144019901409,0.00200150715337031,0.0323494000787025,0.0020000017776
2.12990195983756,2.60434878852199,1.61143399178481,0.00200164102263106,0.032349400078783,0.0020000017776
2.13075172047673,2.60496166410733,1.6114276100716,0.00200178371858456,0.0323494000788652,0.0020000017776
2.13161987410042,2.60558767188284,1.61142105139247,0.00200193562494516,0.0323494000789491,0.0020000017776
2.13250642815196,2.60622680872655,1.61141431321208,0.00200209713367033,0.0323494000790349,0.0020000017776
2.13341139021802,2.6068790714441,1.61140739294173,0.00200226864495969,0.0323494000791223,0.0020000017776
2.1343347680278,2.60754445676824,1.61140028793941,0.002002450567254,0.0323494000792115,0.0020000017776
2.13527656945217,2.60822296135847,1.61139299550976,0.00200264331723408,0.0323494000793025,0.0020000017776
2.13623680250276,2.60891458180059,1.61138551290409,0.00200284731981967,0.0323494000793952,0.0020000017776
2.13721547533114,2.60961931460624,1.61137783732039,0.00200306300816827,0.0323494000794896,0.0020000017776
2.13821259622779,2.61033715621246,1.61136996590332,0.0020032908236738,0.0323494000795859,0.0020000017776
2.13922817362125,2.61106810298122,1.61136189574421,0.00200353121596527,0.0323494000796838,0.0020000017776
2.14026221607714,2.61181215119898,1.61135362388109,0.00200378464290537,0.0323494000797835,0.0020000017776
2.14131473229716,2.61256929707614,1.61134514729866,0.00200405157058895,0.0323494000798849,0.0020000017776
2.14238573111816,2.61333953674667,1.61133646292833,0.00200433247334142,0.0323494000799881,0.0020000017776
2.14347522151105,2.61412286626747,1.61132756764818,0.00200462783371708,0.032349400080093,0.0020000017776
2.14458321257983,2.61491928161802,1.61131845828301,0.00200493814249738,0.0323494000801997,0.0020000017776
2.14570971356051,2.61572877869972,1.61130913160432,0.00200526389868904,0.0323494000803081,0.0020000017776
2.14685473382006,2.61655135333549,1.6112995843303,0.00200560560952209,0.0323494000804183,0.0020000017776
2.14801828285531,2.61738700126917,1.61128981312589,0.00200596379044787,0.0323494000805302,0.0020000017776
2.14920037029185,2.618235718165,1.61127981460271,0.00200633896513682,0.0323494000806438,0.0020000017776
2.15040100588287,2.6190974996071,1.61126958531913,0.00200673166547628,0.0323494000807592,0.0020000017776
2.15162019950808,2.61997234109885,1.61125912178024,0.0020071424315681,0.0323494000808763,0.0020000017776
2.15285796117249,2.6208602380624,1.61124842043786,0.00200757181172619,0.0323494000809951,0.0020000017776
2.15411430100524,2.62176118583807,1.61123747769056,0.00200802036247393,0.0323494000811157,0.0020000017776
2.15538922925839,2.62267517968374,1.61122628988367,0.00200848864854145,0.032349400081238,0.0020000017776
2.15668275630572,2.62360221477432,1.61121485330924,0.00200897724286281,0.032349400081362,0.0020000017776
2.15799489264145,2.62454228620109,1.6112031642061,0.00200948672657309,0.0323494000814878,0.0020000017776
2.15932564887898,2.62549538897115,1.61119121875987,0.00201001768900527,0.0323494000816153,0.0020000017776
2.16067503574966,2.62646151800676,1.6111790131029,0.00201057072768704,0.0323494000817445,0.0020000017776
2.1620430641014,2.62744066814476,1.61116654331436,0.00201114644833745,0.0323494000818754,0.0020000017776
2.1634297448974,2.62843283413589,1.61115380542018,0.00201174546486342,0.032349400082008,0.0020000017776
2.16483508921479,2.62943801064421,1.61114079539311,0.00201236839935613,0.0323494000821424,0.0020000017776
2.16625910824327,2.63045619224639,1.6111275091527,0.00201301588208722,0.0323494000822785,0.0020000017776
2.1677018132837,2.63148737343111,1.61111394256532,0.00201368855150488,0.0323494000824163,0.0020000017776
2.16916321574675,2.63253154859834,1.61110009144414,0.00201438705422978,0.0323494000825559,0.0020000017776
2.17064332715138,2.63358871205873,1.61108595154919,0.00201511204505082,0.0323494000826971,0.0020000017776
2.17214215912349,2.63465885803286,1.61107151858732,0.00201586418692067,0.0323494000828401,0.0020000017776
2.17365972339439,2.63574198065061,1.61105678821226,0.00201664415095131,0.0323494000829848,0.0020000017776
2.17519603179931,2.63683807395044,1.61104175602457,0.00201745261640919,0.0323494000831312,0.0020000017776
2.17675109627593,2.63794713187864,1.61102641757171,0.00201829027071034,0.0323494000832793,0.0020000017776
2.1783249288628,2.6390691482887,1.61101076834798,0.00201915780941528,0.0323494000834291,0.0020000017776
2.17991754169782,2.64020411694052,1.61099480379463,0.00202005593622375,0.0323494000835806,0.0020000017776
2.18152894701664,2.64135203149969,1.61097851929977,0.00202098536296919,0.0323494000837338,0.0020000017776
2.18315915715109,2.64251288553678,1.61096191019846,0.00202194680961311,0.0323494000838888,0.0020000017776
2.18480818452754,2.64368667252657,1.61094497177265,0.0020229410042392,0.0323494000840454,0.0020000017776
2.18647604166526,2.64487338584726,1.61092769925126,0.00202396868304729,0.0323494000842037,0.0020000017776
2.18816274117479,2.64607301877979,1.61091008781017,0.00202503059034707,0.0323494000843638,0.0020000017776
2.18986829575619,2.64728556450697,1.61089213257219,0.00202612747855156,0.0323494000845255,0.0020000017776
2.19159271819741,2.64851101611277,1.61087382860716,0.00202726010817048,0.0323494000846889,0.0020000017776
2.19333602137253,2.6497493665815,1.61085517093186,0.00202842924780326,0.032349400084854,0.0020000017776
2.19509821823998,2.651000608797,1.61083615451013,0.00202963567413195,0.0323494000850209,0.0020000017776
2.19687932184083,2.65226473554187,1.6108167742528,0.00203088017191377,0.0323494000851893,0.0020000017776
2.19867934529693,2.65354173949661,1.61079702501776,0.00203216353397356,0.0323494000853595,0.0020000017776
