J5FrcTrq1,J5FrcTrq2,J5FrcTrq3,J5FrcTrq4,J5FrcTrq5,J5FrcTrq6,J5FrcTrq7,J5FrcTrq8
J5Mx (Nm),J5My (Nm),J5Mz (Nm),J5RadialTorq (Nm),J5Fx (N),J5Fy (N),J5Fz (N),J5RadialForce (N)
-2.72951849519687,7.77190757286979,5.45763863476549,8.23728223001085,147.631549471745,100.933967374668,-57.8697505067131,178.837188999992
-2.72946581108262,7.77181188225308,5.45755859505087,8.23717448807533,147.629708615443,100.932268906657,-57.8688702248997,178.834710759758
-2.72937800663845,7.7716523961116,5.45742519407534,8.23699491739001,147.626640488221,100.929438166445,-57.8674030802355,178.830580355913
-2.72925508245083,7.77142911186397,5.45723842974321,8.23674351584474,147.622345041751,100.925475149994,-57.8653490529498,178.82479774874
-2.72909703934076,7.77114202589619,5.45699829912047,8.23642028048523,147.616822208371,100.920379851655,-57.8627081153676,178.817362882636
-2.72890387836371,7.77079113356164,5.45670479843473,8.23602520751295,147.610071901089,100.914152264167,-57.8594802319132,178.808275686111
-2.72867560080959,7.77037642918097,5.45635792307521,8.23555829228503,147.602094013576,100.906792378658,-57.8556653591144,178.797536071787
-2.7284122082026,7.76989790604203,5.45595766759259,8.23501952931414,147.592888420168,100.898300184651,-57.8512634456087,178.785143936402
-2.72811370230117,7.76935555639972,5.45550402569899,8.23440891226824,147.58245497586,100.888675670065,-57.8462744321496,178.771099160802
-2.72778008509783,7.76874937147593,5.4549969902678,8.23372643397047,147.570793516308,100.87791882122,-57.840698251615,178.755401609947
-2.7274113588191,7.76807934145934,5.45443655333362,8.23297208639886,147.557903857825,100.86602962284,-57.8345348290152,178.73805113291
-2.7270075259253,7.76734545550527,5.45382270609204,8.23214586068612,147.543785797373,100.853008058058,-57.8277840815034,178.719047562872
-2.72656858911043,7.76654770173557,5.4531554388996,8.23124774711937,147.528439112568,100.838854108421,-57.820445918386,178.698390717125
-2.72609455130198,7.76568606723834,5.45243474127354,8.2302777351398,147.511863561669,100.823567753897,-57.8125202411354,178.676080397072
-2.72558541566069,7.76476053806776,5.45166060189163,8.22923581334236,147.494058883576,100.807148972877,-57.804006943402,178.652116388224
-2.72504118558042,7.76377109924389,5.45083300859204,8.22812196947543,147.475024797827,100.789597742186,-57.7949059110286,178.626498460199
-2.72446186468786,7.7627177347524,5.44995194837308,8.2269361904404,147.454761004593,100.770914037091,-57.7852170220657,178.599226366725
-2.72384745684234,7.76160042754431,5.44901740739296,8.22567846229127,147.433267184672,100.751097831301,-57.7749401467865,178.570299845633
-2.72319796613551,7.76041915953573,5.44802937096961,8.22434877023426,147.410542999481,100.730149096985,-57.7640751477062,178.539718618863
-2.72251339689115,7.75917391160756,5.44698782358043,8.2229470986273,147.386588091056,100.708067804772,-57.7526218795974,178.507482392456
-2.72179375366478,7.75786466360519,5.44589274886194,8.22147343097955,147.361402082041,100.684853923765,-57.7405801895117,178.47359085656
-2.72103904124348,7.75649139433817,5.44474412960963,8.21992774995093,147.334984575683,100.66050742155,-57.7279499167984,178.438043685422
-2.72024926464545,7.75505408157988,5.44354194777755,8.21831003735152,147.307335155827,100.635028264204,-57.7147308931264,178.400840537393
-2.71942442911978,7.75355270206712,5.44228618447807,8.21662027414105,147.278453386906,100.608416416308,-57.7009229425066,178.361981054922
-2.71856454014602,7.75198723149984,5.44097681998156,8.21485844042829,147.248338813936,100.580671840955,-57.686525881315,178.321464864557
-2.71766960343386,7.75035764454064,5.43961383371604,8.21302451547041,147.216990962504,100.551794499764,-57.6715395183178,178.279291576944
-2.71673962492271,7.74866391481443,5.43819720426678,8.21111847767236,147.184409338767,100.521784352892,-57.6559636546958,178.235460786823
-2.7157746107814,7.74690601490797,5.43672690937604,8.20914030458624,147.150593429437,100.490641359046,-57.6397980840719,178.189972073032
-2.71477456740761,7.74508391636946,5.4352029259426,8.2070899729105,147.115542701775,100.458365475495,-57.6230425925383,178.142824998499
-2.71373950142759,7.74319758970804,5.43362523002141,8.20496745848933,147.079256603582,100.424956658083,-57.6056969586849,178.094019110244
-2.71266941969564,7.74124700439335,5.43199379682319,8.20277273631185,147.041734563187,100.390414861246,-57.5877609536302,178.043553939377
-2.71156432929367,7.73923212885504,5.43030860071398,8.20050578051134,147.002975989443,100.354740038026,-57.5692343410496,177.991429001097
-2.71042423753073,7.73715293048222,5.42856961521469,8.19816656436448,146.96298027171,100.317932140082,-57.5501168772106,177.937643794687
-2.70924915194248,7.735009375623,5.42677681300073,8.19575506029046,146.921746779849,100.279991117709,-57.5304083110027,177.882197803518
-2.70803908029077,7.73280142958386,5.42493016590144,8.19327123985019,146.879274864209,100.240916919855,-57.5101083839726,177.82509049504
-2.70679403056305,7.73052905662921,5.4230296448997,8.19071507374541,146.835563855617,100.200709494135,-57.4892168303598,177.766321320786
-2.70551401097183,7.72819221998067,5.42107522013135,8.18808653181772,146.790613065366,100.159368786849,-57.4677333771315,177.705889716368
-2.70419902995416,7.72579088181661,5.41906686088477,8.18538558304774,146.744421785204,100.116894742999,-57.4456577440205,177.643795101474
-2.70284909617106,7.72332500327146,5.41700453560029,8.1826121955541,146.696989287321,100.073287306308,-57.4229896435629,177.580036879868
-2.70146421850691,7.72079454443509,5.41488821186969,8.1797663365925,146.648314824336,100.028546419239,-57.3997287811384,177.514614439384
-2.70004440606889,7.71819946435222,5.41271785643561,8.17684797255463,146.598397629285,99.9826720230108,-57.3758748550087,177.44752715193
-2.6985896681863,7.7155397210217,5.41049343519104,8.17385706896723,146.547236915609,99.9356640576231,-57.3514275563615,177.37877437348
-2.69710001441003,7.71281527139585,5.40821491317867,8.17079359049093,146.494831877138,99.887522461872,-57.326386569351,177.308355444073
-2.6955754545118,7.71002607137979,5.40588225459035,8.16765750091926,146.441181688078,99.8382471733726,-57.3007515711422,177.236269687816
-2.69401599848358,7.70717207583069,5.40349542276645,8.16444876317746,146.386285502998,99.7878381285797,-57.2745222319561,177.162516412871
-2.69242165653689,7.70425323855708,5.40105438019525,8.16116733932138,146.330142456815,99.7362952628099,-57.2476982151141,177.087094911465
-2.69079243910207,7.70126951231806,5.39855908851229,8.15781319053633,146.272751664777,99.6836185102635,-57.2202791770867,177.010004459876
-2.68912835682766,7.69822084882259,5.3960095084997,8.15438627713585,146.214112222451,99.6298078040473,-57.1922647675394,176.931244318439
-2.68742942057956,7.69510719872866,5.39340560008557,8.1508865585605,146.154223205707,99.574863076198,-57.1636546293836,176.850813731538
-2.68569564144037,7.69192851164256,5.39074732234324,8.14731399337668,146.093083670698,99.5187842577058,-57.1344483988254,176.768711927607
-2.68392703070862,7.68868473611796,5.38803463349059,8.14366853927527,146.03069265385,99.4615712785393,-57.1046457054178,176.684938119125
-2.68212359989798,7.68537581965521,5.38526749088936,8.13995015307039,145.96704917184,99.4032240676696,-57.0742461721123,176.599491502614
-2.68028536073648,7.68200170870037,5.38244585104438,8.13615879069809,145.902152221584,99.343742553096,-57.0432494153124,176.512371258635
-2.67841232516574,7.67856234864446,5.37956966960288,8.13229440721498,145.836000780214,99.2831266618726,-57.0116550449283,176.423576551787
-2.67650450534008,7.67505768382246,5.37663890135367,8.12835695679686,145.768593805067,99.2213763201341,-56.9794626644331,176.333106530703
-2.67456191362574,7.67148765751252,5.37365350022641,8.12434639273734,145.69993023366,99.1584914531225,-56.9466718709183,176.240960328047
-2.67258456260004,7.66785221193497,5.37061341929083,8.12026266744642,145.630008983678,99.0944719852161,-56.9132822551528,176.147137060513
-2.67057246505046,7.6641512882514,5.36751861075586,8.11610573244899,145.558828952952,99.0293178399561,-56.8792934016412,176.051635828815
-2.66852563397381,7.66038482656376,5.36436902596891,8.11187553838344,145.486389019441,98.9630289400763,-56.8447048886842,175.954455717695
-2.66644408257531,7.65655276591332,5.36116461541496,8.10757203500011,145.412688041211,98.8956052075318,-56.8095162884398,175.85559579591
-2.66432782426769,7.65265504427974,5.35790532871575,8.10319517115978,145.337724856418,98.8270465635294,-56.7737271669853,175.755055116232
-2.66217687267021,7.64869159858003,5.35459111462891,8.09874489483209,145.261498283286,98.7573529285571,-56.7373370843816,175.652832715447
-2.65999124160782,7.64466236466754,5.35122192104706,8.09422115309402,145.184007120089,98.6865242224162,-56.7003455947367,175.548927614348
-2.65777094511011,7.64056727733097,5.34779769499698,8.08962389212826,145.105250145128,98.6145603642514,-56.6627522462718,175.443338817735
-2.65551599741035,7.63640627029325,5.34431838263862,8.08495305722156,145.025226116708,98.541461272584,-56.6245565813892,175.336065314408
-2.65322641294453,7.63217927621047,5.34078392926423,8.08020859276312,144.943933773123,98.4672268653441,-56.5857581367388,175.227106077167
-2.65090220635033,7.62788622667086,5.33719427929742,8.07539044224291,144.861371832628,98.3918570599038,-56.5463564432878,175.116460062804
-2.64854339246613,7.62352705219362,5.3335493762922,8.07049854824991,144.777538993421,98.3153517731106,-56.5063510263912,175.004126212104
-2.6461499863299,7.61910168222783,5.32984916293202,8.06553285247049,144.692433933618,98.237710921323,-56.4657414058638,174.89010344984
-2.64372200317824,7.61461004515127,5.32609358102874,8.06049329568653,144.606055311231,98.1589344204438,-56.4245270960512,174.774390684768
-2.64125945844524,7.61005206826932,5.32228257152171,8.05537981777375,144.518401764145,98.0790221859566,-56.3827076059048,174.656986809622
-2.63876236776143,7.60542767781373,5.31841607447671,8.05019235769985,144.429471910096,97.997974132962,-56.3402824390566,174.537890701114
-2.63623074695266,7.60073679894147,5.31449402908492,8.0449308535227,144.339264346644,97.9157901762138,-56.297251093895,174.417101219928
-2.63366461203902,7.59597935573347,5.31051637366188,8.03959524238849,144.24777765115,97.8324702301564,-56.2536130636421,174.294617210716
-2.63106397923365,7.59115527119345,5.30648304564648,8.03418546052983,144.155010380754,97.7480142089631,-56.2093678364323,174.170437502094
-2.62842886494166,7.58626446724664,5.30239398159978,8.02870144326388,144.060961072347,97.6624220265739,-56.1645148953915,174.044560906639
-2.62575928575893,7.58130686473853,5.29824911720405,8.0231431249904,143.965628242546,97.5756935967355,-56.1190537187182,173.916986220883
-2.62305525847093,7.57628238343355,5.29404838726156,8.01751043918981,143.86901038767,97.4878288330401,-56.0729837797654,173.787712225312
-2.62031680005153,7.57119094201386,5.28979172569351,8.0118033184212,143.771105983715,97.398827648966,-56.0263045471241,173.656737684357
-2.61754392766182,7.56603245807793,5.28547906553889,8.00602169432035,143.671913486321,97.3086899579191,-55.9790154847065,173.524061346395
-2.61473665864885,7.5608068481393,5.28111033895334,8.00016549759767,143.571431330756,97.2174156732737,-55.931116051833,173.389681943743
-2.6118950105444,7.55551402762515,5.27668547720794,7.9942346580362,143.46965793188,97.1250047084146,-55.8826057033176,173.25359819265
-2.60901900106376,7.55015391087501,5.2722044106881,7.98822910448949,143.366591684122,97.0314569767808,-55.8334838895566,173.1158087933
-2.6061086481044,7.54472641113929,5.2676670688923,7.9821487648795,143.262230961449,96.9367723919081,-55.7837500566178,172.976312429801
-2.60316396974472,7.53923144057798,5.2630733804309,7.97599356619453,143.156574117344,96.8409508674737,-55.7334036463305,172.835107770183
-2.60018498424278,7.5336689102591,5.2584232730249,7.969763434487,143.049619484769,96.7439923173396,-55.6824440963763,172.692193466395
-2.59717171003488,7.52803873015739,5.25371667350477,7.96345829487135,142.941365376146,96.6458966555999,-55.630870840384,172.547568154297
-2.59412416573439,7.52234080915279,5.24895350780909,7.95707807152177,142.83181008332,96.5466637966258,-55.5786833080215,172.401230453661
-2.59104237013025,7.51657505502894,5.24413370098333,7.95062268767003,142.72095187753,96.4462936551117,-55.5258809250918,172.253178968158
-2.5879263421857,7.51074137447176,5.23925717717854,7.94409206560325,142.608789009387,96.3447861461229,-55.4724631136293,172.103412285364
-2.58477610103685,7.50483967306789,5.23432385965009,7.93748612666158,142.495319708832,96.2421411851443,-55.4184292919982,171.951928976745
-2.58159166599135,7.49886985530317,5.22933367075629,7.93080479123592,142.380542185117,96.1383586881278,-55.3637788749902,171.79872759766
-2.57837305652695,7.49283182456114,5.22428653195711,7.92404797876567,142.264454626765,96.0334385715419,-55.3085112739252,171.643806687352
-2.57512029229004,7.48672548312139,5.21918236381277,7.91721560773629,142.147055201545,95.9273807524227,-55.2526258967535,171.487164768945
-2.57183339309429,7.48055073215808,5.21402108598243,7.91030759567703,142.028342056436,95.8201851484224,-55.1961221481569,171.328800349439
-2.56851237891916,7.47430747173828,5.20880261722279,7.90332385915847,141.908313317597,95.7118516778627,-55.138999429654,171.168711919703
-2.56515726990841,7.46799560082037,5.20352687538665,7.89626431379019,141.786967090335,95.6023802597854,-55.0812571397042,171.006897954475
-2.56176808636866,7.46161501725243,5.19819377742157,7.88912887421824,141.664301459072,95.4917708140056,-55.0228946738157,170.843356912353
-2.55834484876789,7.45516561777055,5.1928032393684,7.88191745412278,141.540314487311,95.3800232611653,-54.9639114246511,170.678087235789
-2.55488757773392,7.4486472979972,5.18735517635982,7.87462996621556,141.415004217604,95.2671375227863,-54.9043067821382,170.511087351088
-2.55139629405288,7.44205995243952,5.18184950261892,7.86726632223741,141.288368671517,95.1531135213266,-54.8440801335794,170.342355668404
-2.54787101866767,7.43540347448766,5.1762861314577,7.85982643295574,141.160405849596,95.0379511802347,-54.7832308637633,170.171890581727
-2.54431177267643,7.42867775641297,5.17066497527558,7.85231020816197,141.031113731332,94.9216504240059,-54.7217583550779,169.999690468886
-2.54071857733094,7.42188268936637,5.16498594555791,7.84471755666899,140.900490275131,94.8042111782395,-54.6596619876242,169.825753691543
-2.53709145403506,7.41501816337654,5.15924895287442,7.83704838630857,140.76853341827,94.6856333696962,-54.596941139332,169.650078595181
-2.53343042434315,7.40808406734812,5.15345390687771,7.82930260392869,140.635241076869,94.5659169263565,-54.533595186076,169.472663509108
-2.5297355099584,7.40108028905999,5.14760071630167,7.821480115391,140.50061114585,94.4450617774801,-54.4696235017951,169.293506746447
-2.52600673273127,7.39400671516341,5.14168928895994,7.81358082556809,140.364641498907,94.323067853665,-54.40502545861,169.112606604131
-2.52224411465779,7.38686323118022,5.13571953174431,7.80560463834084,140.227329988461,94.1999350869084,-54.3398004269459,168.929961362899
-2.51844767787798,7.37964972150095,5.1296913506231,7.79755145659572,140.088674445629,94.0756634106685,-54.2739477756523,168.745569287288
-2.51461744467412,7.37236606938305,5.1236046506396,7.78942118222207,139.948672680187,93.9502527599257,-54.2074668721277,168.559428625634
-2.51075343746911,7.36501215694891,5.11745933591035,7.78121371610935,139.807322480527,93.8237030712459,-54.1403570824438,168.371537610058
-2.50685567882474,7.35758786518405,5.11125530962361,7.77292895814438,139.664621613624,93.696014282844,-54.0726177714714,168.181894456471
-2.50292419143999,7.35009307393514,5.10499247403758,7.76456680720856,139.520567824995,93.5671863346483,-54.0042483030084,167.990497364559
-2.49895899814937,7.34252766190813,5.0986707304788,7.75612716117508,139.375158838662,93.437219168366,-53.935248039907,167.797344517783
-2.49496012192107,7.33489150666624,5.09228997934043,7.74760991690605,139.228392357112,93.3061127275479,-53.8656163442051,167.602434083374
-2.49092758585533,7.32718448462805,5.08585012008052,7.73901497024971,139.080266061255,93.1738669576564,-53.7953525772567,167.405764212325
-2.4868614131826,7.31940647106549,5.07935105122034,7.73034221603752,138.93077761039,93.0404818061327,-53.7244560998652,167.207333039389
-2.48276162726178,7.31155734010183,5.07279267034257,7.7215915480813,138.779924642159,92.9059572224648,-53.6529262724174,167.007138683069
-2.47862825157847,7.3036369647097,5.06617487408962,7.7127628591703,138.627704772509,92.7702931582567,-53.5807624550183,166.805179245618
-2.47446130974311,7.29564521670903,5.05949755816177,7.70385604106832,138.474115595651,92.6334895672982,-53.507964007629,166.60145281303
-2.47026082548924,7.28758196676498,5.05276061731548,7.69487098451071,138.319154684018,92.4955464056366,-53.4345302902038,166.395957455038
-2.46602682267161,7.27944708438592,5.04596394536149,7.68580757920145,138.162819588227,92.3564636316468,-53.3604606628303,166.188691225103
-2.46175932526433,7.27124043792131,5.0391074351631,7.67666571381013,138.005107837029,92.2162412061046,-53.2857544858711,165.979652160416
-2.4574583573591,7.2629618945596,5.03219097863424,7.66744527596897,137.846016937277,92.0748790922603,-53.2104111201047,165.768838281887
-2.45312394316331,7.25461132032612,5.02521446673771,7.65814615226981,137.685544373873,91.9323772559118,-53.1344299268698,165.556247594142
-2.44875610699811,7.24618858008093,5.01817778948323,7.64876822826106,137.523687609733,91.7887356654805,-53.0578102682113,165.34187808552
-2.4443548732966,7.23769353751671,5.01108083592566,7.63931138844464,137.360444085741,91.6439542920864,-52.9805515070259,165.125727728062
-2.43992026660187,7.2291260551565,5.003923494163,7.62977551627288,137.195811220702,91.4980331096254,-52.9026530072104,164.90779447751
-2.43545231156515,7.2204859943516,4.99670565133456,7.6201604941455,137.029786411304,91.3509720948462,-52.8241141338112,164.688076273302
-2.43095103294382,7.21177321527934,4.98942719361897,7.61046620340641,136.862367032069,91.2027712274297,-52.7449342531753,164.466571038566
-2.42641645559954,7.20298757694083,4.98208800623233,7.60069252434067,136.693550435308,91.0534304900674,-52.6651127331021,164.243276680112
-2.42184860449625,7.19412893715875,4.97468797342614,7.59083933617129,136.523333951081,90.9029498685423,-52.5846489429976,164.018191088431
-2.41724750469825,7.18519715257511,4.96722697848542,7.58090651705608,136.351714887146,90.7513293518093,-52.5035422540291,163.79131213769
-2.41261318136822,7.17619207864892,4.9597049037267,7.57089394408449,136.178690528915,90.5985689320783,-52.4217920392822,163.562637685721
-2.40794565976525,7.167113569654,4.95212163049598,7.56080149327442,136.004258139409,90.4446686048963,-52.3393976739188,163.332165574024
-2.40324496524281,7.15796147867655,4.94447703916677,7.55062903956898,135.82841495921,90.2896283692318,-52.2563585353364,163.099893627756
-2.39851112324682,7.14873565761297,4.93677100913802,7.54037645683329,135.651158206417,90.1334482275593,-52.1726740033292,162.865819655729
-2.39374415931358,7.13943595716739,4.9290034188321,7.53004361785126,135.472485076594,89.9761281859455,-52.0883434602506,162.629941450403
-2.38894409906779,7.13006222684943,4.92117414569272,7.51963039432231,135.292392742726,89.8176682541354,-52.0033662911768,162.392256787884
-2.38411096822048,7.12061431497176,4.91328306618286,7.50913665685809,135.110878355172,89.6580684456408,-51.9177418840729,162.152763427915
-2.37924479256703,7.11109206864773,4.9053300557827,7.49856227497926,134.927939041615,89.4973287778284,-51.8314696299589,161.911459113876
-2.37434559798505,7.10149533378903,4.89731498898748,7.48790711711212,134.743571907011,89.3354492720096,-51.744548923079,161.668341572776
-2.36941341043237,7.09182395510317,4.88923773930541,7.47717105058537,134.557774033547,89.1724299535311,-51.6569791610703,161.423408515248
-2.36444825594496,7.08207777609111,4.88109817925552,7.46635394162672,134.370542480586,89.0082708518666,-51.5687597451358,161.176657635547
-2.35945016063485,7.07225663904485,4.87289618036552,7.45545565535962,134.181874284619,88.8429720007094,-51.479890080215,160.928086611543
-2.35441915068805,7.06236038504486,4.86463161316963,7.44447605579987,133.991766459217,88.6765334380657,-51.3903695751609,160.677693104717
-2.34935525236245,7.05238885395775,4.85630434720643,7.43341500585232,133.800215994978,88.5089552063499,-51.3001976429136,160.425474760159
-2.34425849198573,7.0423418844336,4.84791425101662,7.4222723673074,133.60721985948,88.3402373524799,-51.2093737006794,160.17142920656
-2.33912889595322,7.03221931390363,4.83946119214087,7.41104800083784,133.412774997228,88.1703799279736,-51.1178971701088,159.915554056209
-2.33396649072583,7.02202097857753,4.83094503711755,7.39974176599521,133.216878329602,87.9993829890468,-51.025767477477,159.657846904989
-2.32877130282789,7.01174671344104,4.82236565148054,7.3883535212066,133.019526754809,87.8272465967126,-50.9329840538664,159.398305332375
-2.32354335884501,7.00139635225332,4.81372289975696,7.3768831237711,132.820717147827,87.6539708168802,-50.8395463353499,159.136926901425
-2.318282685422,6.99096972754441,4.80501664546491,7.36533042985648,132.620446360358,87.4795557204566,-50.7454537631757,158.873709158782
-2.31298930926061,6.98046667061264,4.7962467511112,7.35369529449567,132.418711220771,87.3040013834484,-50.6507057839551,158.608649634663
-2.30766325711751,6.96988701152206,4.78741307818907,7.34197757158343,132.215508534054,87.1273078870648,-50.5553018498485,158.341745842863
-2.30230455580204,6.9592305790998,4.77851548717589,7.3301771138728,132.010835081754,86.9494753178224,-50.459241418758,158.072995280746
-2.29691323217409,6.94849720093348,4.76955383753083,7.31829377297173,131.804687621934,86.7705037676497,-50.3625239545162,157.802395429244
-2.29148931314187,6.93768670336852,4.76052798769254,7.30632739933954,131.597062889111,86.5903933339937,-50.265148927081,157.529943752851
-2.28603282565982,6.92679891150554,4.75143779507681,7.29427784228354,131.387957594204,86.4091441199281,-50.1671158127286,157.255637699622
-2.28054379672636,6.91583364919769,4.74228311607423,7.28214494995549,131.177368424484,86.2267562342614,-50.0684240942509,156.979474701171
-2.27502225338174,6.90479073904795,4.7330638060478,7.26992856934815,130.965292043515,86.0432297916471,-49.9690732611524,156.701452172663
-2.26946822270581,6.89367000240643,4.72377971933056,7.25762854629181,130.751725091101,85.8585649126946,-49.8690628098495,156.421567512815
-2.26388173181587,6.88247125936772,4.71443070922323,7.24524472545078,130.536664183232,85.6727617240807,-49.7683922438716,156.139818103894
-2.25826280786445,6.87119432876813,4.70501662799175,7.23277695031992,130.320105912028,85.4858203586649,-49.6670610740635,155.856201311709
-2.2526114780371,6.85983902818296,4.69553732686491,7.22022506322113,130.102046845683,85.2977409556013,-49.5650688187892,155.570714485617
-2.24692776955018,6.84840517392378,4.6859926560319,7.20758890529987,129.882483528411,85.1085236604572,-49.4624150041387,155.28335495851
-2.24121170964869,6.83689258103566,4.67638246463988,7.19486831652164,129.661412480388,84.9181686253273,-49.3590991641332,154.994120046823
-2.23546332560401,6.82530106329444,4.66670660079152,7.18206313566852,129.438830197696,84.7266760089539,-49.2551208409361,154.703007050523
-2.22968264471168,6.81363043320389,4.65696491154255,7.16917320033563,129.214733152269,84.5340459768457,-49.1504795850629,154.410013253116
-2.22386969428925,6.80188050199297,4.64715724289926,7.15619834692767,128.989117791833,84.3402787013981,-49.0451749555928,154.115135921637
-2.21802450167399,6.79005107961304,4.63728343981607,7.14313841065538,128.76198053985,84.1453743620158,-48.9392065203835,153.818372306654
-2.21214709422072,6.778141974735,4.62734334619295,7.1299932255321,128.533317795463,83.9493331452354,-48.8325738562854,153.519719642263
-2.20623749929954,6.76615299474651,4.61733680487299,7.11676262437021,128.303125933435,83.7521552448499,-48.7252765493608,153.21917514609
-2.20029574429366,6.75408394574916,4.60726365763985,7.10344643877768,128.071401304094,83.553840862035,-48.6173141951003,152.916736019288
-2.19432185659714,6.74193463255558,4.5971237452152,7.09004449915459,127.838140233274,83.3543902054757,-48.508686398645,152.612399446536
-2.18831586361272,6.72970485868665,4.58691690725626,7.07655663468963,127.603339022256,83.1538034914948,-48.3993927750078,152.306162596038
-2.18227779274951,6.71739442636861,4.57664298235316,7.06298267335661,127.36699394771,82.9520809441823,-48.2894329492974,151.998022619527
