AllAngularVelrpm1,AllAngularVelrpm2,AllAngularVelrpm3,AllAngularVelrpm4,AllAngularVelrpm5,AllAngularVelrpm6
J1 (Rpm),J2 (Rpm),J3 (Rpm),J4 (Rpm),J5 (Rpm),J6 (Rpm)
-1.13606835095056e-18,-0.0637472268134749,0.0618750543065235,0.00672412429489309,0.0643058050634156,0.0143330880871577
-2.27213670190111e-18,-0.12749445362695,0.123750108613047,0.0134482485897862,0.128611610126831,0.0286661761743154
-3.40820505285167e-18,-0.191241680440425,0.18562516291957,0.0201723728846793,0.192917415190247,0.042999264261473
-4.54427340380223e-18,-0.2549889072539,0.247500217226094,0.0268964971795724,0.257223220253662,0.0573323523486307
-5.68034175475278e-18,-0.318736134067375,0.309375271532617,0.0336206214744655,0.321529025317078,0.0716654404357884
-6.81641010570334e-18,-0.382483360880849,0.371250325839141,0.0403447457693585,0.385834830380493,0.0859985285229461
-7.95247845665389e-18,-0.446230587694324,0.433125380145664,0.0470688700642516,0.450140635443909,0.100331616610104
-9.08854680760445e-18,-0.509977814507799,0.495000434452188,0.0537929943591447,0.514446440507324,0.114664704697261
-1.0224615158555e-17,-0.573725041321274,0.556875488758711,0.0605171186540378,0.57875224557074,0.128997792784419
-1.13606835095056e-17,-0.637472268134749,0.618750543065235,0.0672412429489309,0.643058050634156,0.143330880871577
-1.24967518604561e-17,-0.701219494948224,0.680625597371758,0.073965367243824,0.707363855697571,0.157663968958734
-1.36328202114067e-17,-0.764966721761699,0.742500651678282,0.0806894915387171,0.771669660760987,0.171997057045892
-1.47688885623572e-17,-0.828713948575174,0.804375705984805,0.0874136158336102,0.835975465824402,0.18633014513305
-1.59049569133078e-17,-0.892461175388649,0.866250760291329,0.0941377401285033,0.900281270887818,0.200663233220207
-1.70410252642583e-17,-0.956208402202124,0.928125814597852,0.100861864423396,0.964587075951233,0.214996321307365
-1.81770936152089e-17,-1.0199556290156,0.990000868904376,0.107585988718289,1.02889288101465,0.229329409394523
-1.93131619661595e-17,-1.08370285582907,1.0518759232109,0.114310113013183,1.09319868607806,0.243662497481681
-2.044923031711e-17,-1.14745008264255,1.11375097751742,0.121034237308076,1.15750449114148,0.257995585568838
-2.15852986680606e-17,-1.21119730945602,1.17562603182395,0.127758361602969,1.2218102962049,0.272328673655996
-2.27213670190111e-17,-1.2749445362695,1.23750108613047,0.134482485897862,1.28611610126831,0.286661761743154
-2.38574353699617e-17,-1.33869176308297,1.29937614043699,0.141206610192755,1.35042190633173,0.300994849830311
-2.49935037209122e-17,-1.40243898989645,1.36125119474352,0.147930734487648,1.41472771139514,0.315327937917469
-2.61295720718628e-17,-1.46618621670992,1.42312624905004,0.154654858782541,1.47903351645856,0.329661026004627
-2.72656404228134e-17,-1.5299334435234,1.48500130335656,0.161378983077434,1.54333932152197,0.343994114091784
-2.84017087737639e-17,-1.59368067033687,1.54687635766309,0.168103107372327,1.60764512658539,0.358327202178942
-2.95377771247145e-17,-1.65742789715035,1.60875141196961,0.17482723166722,1.6719509316488,0.3726602902661
-3.0673845475665e-17,-1.72117512396382,1.67062646627613,0.181551355962113,1.73625673671222,0.386993378353257
-3.18099138266156e-17,-1.7849223507773,1.73250152058266,0.188275480257007,1.80056254177564,0.401326466440415
-3.29459821775661e-17,-1.84866957759077,1.79437657488918,0.1949996045519,1.86486834683905,0.415659554527573
-3.40820505285167e-17,-1.91241680440425,1.8562516291957,0.201723728846793,1.92917415190247,0.42999264261473
-3.52181188794672e-17,-1.97616403121772,1.91812668350223,0.208447853141686,1.99347995696588,0.444325730701888
-3.63541872304178e-17,-2.0399112580312,1.98000173780875,0.215171977436579,2.0577857620293,0.458658818789046
-3.74902555813684e-17,-2.10365848484467,2.04187679211527,0.221896101731472,2.12209156709271,0.472991906876203
-3.86263239323189e-17,-2.16740571165815,2.1037518464218,0.228620226026365,2.18639737215613,0.487324994963361
-3.97623922832695e-17,-2.23115293847162,2.16562690072832,0.235344350321258,2.25070317721954,0.501658083050519
-4.089846063422e-17,-2.2949001652851,2.22750195503485,0.242068474616151,2.31500898228296,0.515991171137676
-4.20345289851706e-17,-2.35864739209857,2.28937700934137,0.248792598911044,2.37931478734638,0.530324259224834
-4.31705973361211e-17,-2.42239461891205,2.35125206364789,0.255516723205937,2.44362059240979,0.544657347311992
-4.43066656870717e-17,-2.48614184572552,2.41312711795442,0.262240847500831,2.50792639747321,0.558990435399149
-4.54427340380223e-17,-2.549889072539,2.47500217226094,0.268964971795724,2.57223220253662,0.573323523486307
-4.65788023889728e-17,-2.61363629935247,2.53687722656746,0.275689096090617,2.63653800760004,0.587656611573465
-4.77148707399234e-17,-2.67738352616595,2.59875228087399,0.28241322038551,2.70084381266345,0.601989699660622
-4.88509390908739e-17,-2.74113075297942,2.66062733518051,0.289137344680403,2.76514961772687,0.61632278774778
-4.99870074418245e-17,-2.8048779797929,2.72250238948703,0.295861468975296,2.82945542279028,0.630655875834938
-5.1123075792775e-17,-2.86862520660637,2.78437744379356,0.302585593270189,2.8937612278537,0.644988963922095
-5.22591441437256e-17,-2.93237243341985,2.84625249810008,0.309309717565082,2.95806703291712,0.659322052009253
-5.33952124946762e-17,-2.99611966023332,2.9081275524066,0.316033841859975,3.02237283798053,0.673655140096411
-5.45312808456267e-17,-3.0598668870468,2.97000260671313,0.322757966154868,3.08667864304395,0.687988228183568
-5.56673491965773e-17,-3.12361411386027,3.03187766101965,0.329482090449761,3.15098444810736,0.702321316270726
-5.68034175475278e-17,-3.18736134067375,3.09375271532617,0.336206214744655,3.21529025317078,0.716654404357884
-5.79394858984784e-17,-3.25110856748722,3.1556277696327,0.342930339039548,3.27959605823419,0.730987492445042
-5.90755542494289e-17,-3.3148557943007,3.21750282393922,0.349654463334441,3.34390186329761,0.745320580532199
-6.02116226003795e-17,-3.37860302111417,3.27937787824574,0.356378587629334,3.40820766836102,0.759653668619357
-6.134769095133e-17,-3.44235024792765,3.34125293255227,0.363102711924227,3.47251347342444,0.773986756706515
-6.24837593022806e-17,-3.50609747474112,3.40312798685879,0.36982683621912,3.53681927848786,0.788319844793672
-6.36198276532312e-17,-3.5698447015546,3.46500304116532,0.376550960514013,3.60112508355127,0.80265293288083
-6.47558960041817e-17,-3.63359192836807,3.52687809547184,0.383275084808906,3.66543088861469,0.816986020967988
-6.58919643551323e-17,-3.69733915518155,3.58875314977836,0.389999209103799,3.7297366936781,0.831319109055145
-6.70280327060828e-17,-3.76108638199502,3.65062820408489,0.396723333398692,3.79404249874152,0.845652197142303
-6.81641010570334e-17,-3.82483360880849,3.71250325839141,0.403447457693585,3.85834830380493,0.859985285229461
-6.93001694079839e-17,-3.88858083562197,3.77437831269793,0.410171581988479,3.92265410886835,0.874318373316618
-7.04362377589345e-17,-3.95232806243544,3.83625336700446,0.416895706283372,3.98695991393176,0.888651461403776
-7.15723061098851e-17,-4.01607528924892,3.89812842131098,0.423619830578265,4.05126571899518,0.902984549490934
-7.27083744608356e-17,-4.07982251606239,3.9600034756175,0.430343954873158,4.1155715240586,0.917317637578091
-7.38444428117862e-17,-4.14356974287587,4.02187852992403,0.437068079168051,4.17987732912201,0.931650725665249
-7.49805111627367e-17,-4.20731696968934,4.08375358423055,0.443792203462944,4.24418313418543,0.945983813752407
-7.61165795136873e-17,-4.27106419650282,4.14562863853707,0.450516327757837,4.30848893924884,0.960316901839564
-7.72526478646378e-17,-4.3348114233163,4.2075036928436,0.45724045205273,4.37279474431226,0.974649989926722
-7.83887162155884e-17,-4.39855865012977,4.26937874715012,0.463964576347623,4.43710054937567,0.98898307801388
-7.9524784566539e-17,-4.46230587694324,4.33125380145664,0.470688700642516,4.50140635443909,1.00331616610104
-8.06608529174895e-17,-4.52605310375672,4.39312885576317,0.477412824937409,4.5657121595025,1.0176492541882
-8.17969212684401e-17,-4.58980033057019,4.45500391006969,0.484136949232303,4.63001796456592,1.03198234227535
-8.29329896193906e-17,-4.65354755738367,4.51687896437621,0.490861073527196,4.69432376962934,1.04631543036251
-8.40690579703412e-17,-4.71729478419714,4.57875401868274,0.497585197822089,4.75862957469275,1.06064851844967
-8.52051263212917e-17,-4.78104201101062,4.64062907298926,0.504309322116982,4.82293537975617,1.07498160653683
-8.63411946722423e-17,-4.84478923782409,4.70250412729578,0.511033446411875,4.88724118481958,1.08931469462398
-8.74772630231928e-17,-4.90853646463757,4.76437918160231,0.517757570706768,4.951546989883,1.10364778271114
-8.86133313741434e-17,-4.97228369145104,4.82625423590883,0.524481695001661,5.01585279494641,1.1179808707983
-8.9749399725094e-17,-5.03603091826452,4.88812929021536,0.531205819296554,5.08015860000983,1.13231395888546
-9.08854680760445e-17,-5.09977814507799,4.95000434452188,0.537929943591447,5.14446440507324,1.14664704697261
-9.20215364269951e-17,-5.16352537189147,5.0118793988284,0.54465406788634,5.20877021013666,1.16098013505977
-9.31576047779456e-17,-5.22727259870494,5.07375445313493,0.551378192181234,5.27307601520008,1.17531322314693
-9.42936731288962e-17,-5.29101982551842,5.13562950744145,0.558102316476127,5.33738182026349,1.18964631123409
-9.54297414798468e-17,-5.35476705233189,5.19750456174797,0.56482644077102,5.40168762532691,1.20397939932124
-9.65658098307973e-17,-5.41851427914537,5.2593796160545,0.571550565065913,5.46599343039032,1.2183124874084
-9.77018781817479e-17,-5.48226150595884,5.32125467036102,0.578274689360806,5.53029923545374,1.23264557549556
-9.88379465326984e-17,-5.54600873277232,5.38312972466754,0.584998813655699,5.59460504051715,1.24697866358272
-9.9974014883649e-17,-5.60975595958579,5.44500477897407,0.591722937950592,5.65891084558057,1.26131175166988
-1.011100832346e-16,-5.67350318639927,5.50687983328059,0.598447062245485,5.72321665064398,1.27564483975703
-1.0224615158555e-16,-5.73725041321274,5.56875488758711,0.605171186540378,5.7875224557074,1.28997792784419
-1.03382219936501e-16,-5.80099764002622,5.63062994189364,0.611895310835271,5.85182826077081,1.30431101593135
-1.04518288287451e-16,-5.86474486683969,5.69250499620016,0.618619435130164,5.91613406583423,1.31864410401851
-1.05654356638402e-16,-5.92849209365317,5.75438005050668,0.625343559425057,5.98043987089765,1.33297719210566
-1.06790424989352e-16,-5.99223932046664,5.81625510481321,0.632067683719951,6.04474567596106,1.34731028019282
-1.07926493340303e-16,-6.05598654728012,5.87813015911973,0.638791808014844,6.10905148102448,1.36164336827998
-1.09062561691253e-16,-6.11973377409359,5.94000521342625,0.645515932309737,6.17335728608789,1.37597645636714
-1.10198630042204e-16,-6.18348100090707,6.00188026773278,0.65224005660463,6.23766309115131,1.39030954445429
-1.11334698393155e-16,-6.24722822772054,6.0637553220393,0.658964180899523,6.30196889621472,1.40464263254145
-1.12470766744105e-16,-6.31097545453402,6.12563037634582,0.665688305194416,6.36627470127814,1.41897572062861
-1.13606835095056e-16,-6.37472268134749,6.18750543065235,0.672412429489309,6.43058050634156,1.43330880871577
-1.14742903446006e-16,-6.43846990816097,6.24938048495887,0.679136553784202,6.49488631140497,1.44764189680293
-1.15878971796957e-16,-6.50221713497444,6.3112555392654,0.685860678079095,6.55919211646839,1.46197498489008
-1.17015040147907e-16,-6.56596436178792,6.37313059357192,0.692584802373988,6.6234979215318,1.47630807297724
-1.18151108498858e-16,-6.62971158860139,6.43500564787844,0.699308926668882,6.68780372659522,1.4906411610644
-1.19287176849808e-16,-6.69345881541487,6.49688070218496,0.706033050963775,6.75210953165863,1.50497424915156
-1.20423245200759e-16,-6.75720604222834,6.55875575649149,0.712757175258668,6.81641533672205,1.51930733723871
-1.2155931355171e-16,-6.82095326904182,6.62063081079801,0.719481299553561,6.88072114178546,1.53364042532587
-1.2269538190266e-16,-6.88470049585529,6.68250586510454,0.726205423848454,6.94502694684888,1.54797351341303
-1.23831450253611e-16,-6.94844772266877,6.74438091941106,0.732929548143347,7.0093327519123,1.56230660150019
-1.24967518604561e-16,-7.01219494948224,6.80625597371758,0.73965367243824,7.07363855697571,1.57663968958734
-1.26103586955512e-16,-7.07594217629572,6.86813102802411,0.746377796733133,7.13794436203913,1.5909727776745
-1.27239655306462e-16,-7.13968940310919,6.93000608233063,0.753101921028026,7.20225016710254,1.60530586576166
-1.28375723657413e-16,-7.20343662992267,6.99188113663715,0.759826045322919,7.26655597216596,1.61963895384882
-1.29511792008363e-16,-7.26718385673614,7.05375619094368,0.766550169617812,7.33086177722937,1.63397204193598
-1.30647860359314e-16,-7.33093108354962,7.1156312452502,0.773274293912706,7.39516758229279,1.64830513002313
-1.31783928710265e-16,-7.39467831036309,7.17750629955672,0.779998418207599,7.4594733873562,1.66263821811029
-1.32919997061215e-16,-7.45842553717657,7.23938135386325,0.786722542502492,7.52377919241962,1.67697130619745
-1.34056065412166e-16,-7.52217276399004,7.30125640816977,0.793446666797385,7.58808499748304,1.69130439428461
-1.35192133763116e-16,-7.58591999080352,7.3631314624763,0.800170791092278,7.65239080254645,1.70563748237176
-1.36328202114067e-16,-7.64966721761699,7.42500651678282,0.806894915387171,7.71669660760987,1.71997057045892
-1.37464270465017e-16,-7.71341444443047,7.48688157108934,0.813619039682064,7.78100241267328,1.73430365854608
-1.38600338815968e-16,-7.77716167124394,7.54875662539586,0.820343163976957,7.8453082177367,1.74863674663324
-1.39736407166918e-16,-7.84090889805741,7.61063167970239,0.82706728827185,7.90961402280011,1.76296983472039
-1.40872475517869e-16,-7.90465612487089,7.67250673400891,0.833791412566743,7.97391982786353,1.77730292280755
-1.4200854386882e-16,-7.96840335168436,7.73438178831544,0.840515536861636,8.03822563292694,1.79163601089471
-1.4314461221977e-16,-8.03215057849784,7.79625684262196,0.847239661156529,8.10253143799036,1.80596909898187
-1.44280680570721e-16,-8.09589780531132,7.85813189692848,0.853963785451422,8.16683724305378,1.82030218706903
-1.45416748921671e-16,-8.15964503212479,7.92000695123501,0.860687909746316,8.23114304811719,1.83463527515618
-1.46552817272622e-16,-8.22339225893826,7.98188200554153,0.867412034041209,8.29544885318061,1.84896836324334
-1.47688885623572e-16,-8.28713948575174,8.04375705984805,0.874136158336102,8.35975465824402,1.8633014513305
-1.48824953974523e-16,-8.35088671256521,8.10563211415458,0.880860282630995,8.42406046330744,1.87763453941766
-1.49961022325473e-16,-8.41463393937869,8.1675071684611,0.887584406925888,8.48836626837085,1.89196762750481
-1.51097090676424e-16,-8.47838116619216,8.22938222276762,0.894308531220781,8.55267207343427,1.90630071559197
-1.52233159027375e-16,-8.54212839300564,8.29125727707415,0.901032655515674,8.61697787849768,1.92063380367913
-1.53369227378325e-16,-8.60587561981911,8.35313233138067,0.907756779810567,8.6812836835611,1.93496689176629
-1.54505295729276e-16,-8.66962284663259,8.41500738568719,0.91448090410546,8.74558948862452,1.94929997985344
-1.55641364080226e-16,-8.73337007344606,8.47688243999372,0.921205028400354,8.80989529368793,1.9636330679406
-1.56777432431177e-16,-8.79711730025954,8.53875749430024,0.927929152695247,8.87420109875135,1.97796615602776
-1.57913500782127e-16,-8.86086452707301,8.60063254860676,0.93465327699014,8.93850690381476,1.99229924411492
-1.59049569133078e-16,-8.92461175388649,8.66250760291329,0.941377401285033,9.00281270887818,2.00663233220207
-1.60185637484028e-16,-8.98835898069996,8.72438265721981,0.948101525579926,9.06711851394159,2.02096542028923
-1.61321705834979e-16,-9.05210620751344,8.78625771152634,0.954825649874819,9.13142431900501,2.03529850837639
-1.6245777418593e-16,-9.11585343432691,8.84813276583286,0.961549774169712,9.19573012406842,2.04963159646355
-1.6359384253688e-16,-9.17960066114039,8.91000782013938,0.968273898464605,9.26003592913184,2.06396468455071
-1.64729910887831e-16,-9.24334788795386,8.9718828744459,0.974998022759498,9.32434173419525,2.07829777263786
-1.65865979238781e-16,-9.30709511476734,9.03375792875243,0.981722147054391,9.38864753925867,2.09263086072502
-1.67002047589732e-16,-9.37084234158081,9.09563298305895,0.988446271349284,9.45295334432208,2.10696394881218
-1.68138115940682e-16,-9.43458956839429,9.15750803736547,0.995170395644177,9.5172591493855,2.12129703689934
-1.69274184291633e-16,-9.49833679520776,9.219383091672,1.00189451993907,9.58156495444892,2.13563012498649
-1.70410252642583e-16,-9.56208402202124,9.28125814597852,1.00861864423396,9.64587075951233,2.14996321307365
-1.71546320993534e-16,-9.62583124883471,9.34313320028505,1.01534276852886,9.71017656457575,2.16429630116081
-1.72682389344485e-16,-9.68957847564819,9.40500825459157,1.02206689282375,9.77448236963916,2.17862938924797
-1.73818457695435e-16,-9.75332570246166,9.46688330889809,1.02879101711864,9.83878817470258,2.19296247733512
-1.74954526046386e-16,-9.81707292927514,9.52875836320462,1.03551514141354,9.90309397976599,2.20729556542228
-1.76090594397336e-16,-9.88082015608861,9.59063341751114,1.04223926570843,9.96739978482941,2.22162865350944
-1.77226662748287e-16,-9.94456738290209,9.65250847181766,1.04896339000332,10.0317055898928,2.2359617415966
-1.78362731099237e-16,-10.0083146097156,9.71438352612419,1.05568751429822,10.0960113949562,2.25029482968376
-1.79498799450188e-16,-10.072061836529,9.77625858043071,1.06241163859311,10.1603172000197,2.26462791777091
-1.80634867801139e-16,-10.1358090633425,9.83813363473723,1.069135762888,10.2246230050831,2.27896100585807
-1.81770936152089e-16,-10.199556290156,9.90000868904376,1.07585988718289,10.2889288101465,2.29329409394523
-1.8290700450304e-16,-10.2633035169695,9.96188374335028,1.08258401147779,10.3532346152099,2.30762718203239
-1.8404307285399e-16,-10.3270507437829,10.0237587976568,1.08930813577268,10.4175404202733,2.32196027011954
-1.85179141204941e-16,-10.3907979705964,10.0856338519633,1.09603226006757,10.4818462253367,2.3362933582067
-1.86315209555891e-16,-10.4545451974099,10.1475089062699,1.10275638436247,10.5461520304002,2.35062644629386
-1.87451277906842e-16,-10.5182924242234,10.2093839605764,1.10948050865736,10.6104578354636,2.36495953438102
-1.88587346257792e-16,-10.5820396510368,10.2712590148829,1.11620463295225,10.674763640527,2.37929262246817
-1.89723414608743e-16,-10.6457868778503,10.3331340691894,1.12292875724715,10.7390694455904,2.39362571055533
-1.90859482959694e-16,-10.7095341046638,10.3950091234959,1.12965288154204,10.8033752506538,2.40795879864249
-1.91995551310644e-16,-10.7732813314773,10.4568841778025,1.13637700583693,10.8676810557172,2.42229188672965
-1.93131619661595e-16,-10.8370285582907,10.518759232109,1.14310113013183,10.9319868607806,2.43662497481681
