AllAngle1,AllAngle2,AllAngle3,AllAngle4,AllAngle5,AllAngle6
J1 (Rad),J2 (Rad),J3 (Rad),J4 (Rad),J5 (Rad),J6 (Rad)
-1.42822043812641e-19,1.56278227622015,0.00777868841226124,-2.77692843749054,0.00808427283489565,2.77957566739258
-1.48710999388422e-19,1.56245183431807,0.00809942566874349,-2.77689358213239,0.00841761019876682,2.77964996478758
-1.54718923763715e-19,1.562114716822,0.00842664246576072,-2.77685802262559,0.008757681650797,2.77972576314004
-1.60845816938518e-19,1.56177092373196,0.00876033880331296,-2.77682175897013,0.00910448719098619,2.77980306244999
-1.67091678912831e-19,1.56142045504793,0.00910051468140018,-2.77678479116603,0.0094580268193344,2.7798818627174
-1.73456509686656e-19,1.56106331076992,0.0094471701000224,-2.77674711921328,0.00981830053584162,2.77996216394229
-1.79940309259991e-19,1.56069949089793,0.00980030505917962,-2.77670874311188,0.0101853083405078,2.78004396612466
-1.86543077632837e-19,1.56032899543196,0.0101599195588718,-2.77666966286183,0.0105590502333331,2.7801272692645
-1.93264814805194e-19,1.55995182437201,0.010526013599099,-2.77662987846313,0.0109395262143174,2.78021207336181
-2.00105520777061e-19,1.55956797771807,0.0108985871798612,-2.77658938991578,0.0113267362834606,2.7802983784166
-2.07065195548439e-19,1.55917745547016,0.0112776403011584,-2.77654819721978,0.0117206804407629,2.78038618442887
-2.14143839119328e-19,1.55878025762826,0.0116631729629906,-2.77650630037513,0.0121213586862242,2.7804754913986
-2.21341451489728e-19,1.55837638419238,0.0120551851653578,-2.77646369938184,0.0125287710198445,2.78056629932582
-2.28658032659638e-19,1.55796583516252,0.01245367690826,-2.77642039423989,0.0129429174416239,2.78065860821051
-2.3609358262906e-19,1.55754861053868,0.0128586481916972,-2.77637638494929,0.0133637979515622,2.78075241805267
-2.43648101397991e-19,1.55712471032086,0.0132700990156693,-2.77633167151004,0.0137914125496596,2.7808477288523
-2.51321588966434e-19,1.55669413450905,0.0136880293801765,-2.77628625392215,0.0142257612359159,2.78094454060942
-2.59114045334387e-19,1.55625688310327,0.0141124392852187,-2.7762401321856,0.0146668440103313,2.781042853324
-2.67025470501851e-19,1.5558129561035,0.0145433287307958,-2.77619330630041,0.0151146608729057,2.78114266699606
-2.75055864468826e-19,1.55536235350975,0.014980697716908,-2.77614577626656,0.0155692118236391,2.7812439816256
-2.83205227235312e-19,1.55490507532202,0.0154245462435551,-2.77609754208407,0.0160304968625315,2.78134679721261
-2.91473558801308e-19,1.55444112154031,0.0158748743107372,-2.77604860375292,0.016498515989583,2.78145111375709
-2.99860859166815e-19,1.55397049216462,0.0163316819184544,-2.77599896127313,0.0169732692047934,2.78155693125905
-3.08367128331833e-19,1.55349318719494,0.0167949690667065,-2.77594861464469,0.0174547565081629,2.78166424971848
-3.16992366296361e-19,1.55300920663128,0.0172647357554936,-2.77589756386759,0.0179429778996913,2.78177306913539
-3.257365730604e-19,1.55251855047365,0.0177409819848157,-2.77584580894185,0.0184379333793788,2.78188338950978
-3.34599748623951e-19,1.55202121872203,0.0182237077546728,-2.77579334986746,0.0189396229472253,2.78199521084163
-3.43581892987011e-19,1.55151721137643,0.0187129130650649,-2.77574018664442,0.0194480466032309,2.78210853313096
-3.52683006149583e-19,1.55100652843685,0.0192085979159921,-2.77568631927273,0.0199632043473954,2.78222335637777
-3.61903088111665e-19,1.55048916990328,0.0197107623074541,-2.77563174775239,0.0204850961797189,2.78233968058205
-3.71242138873258e-19,1.54996513577574,0.0202194062394512,-2.7755764720834,0.0210137221002015,2.78245750574381
-3.80700158434362e-19,1.54943442605421,0.0207345297119833,-2.77552049226576,0.0215490821088431,2.78257683186304
-3.90277146794976e-19,1.5488970407387,0.0212561327250504,-2.77546380829947,0.0220911762056436,2.78269765893974
-3.99973103955101e-19,1.54835297982921,0.0217842152786525,-2.77540642018453,0.0226400043906032,2.78281998697392
-4.09788029914737e-19,1.54780224332574,0.0223187773727896,-2.77534832792094,0.0231955666637218,2.78294381596558
-4.19721924673884e-19,1.54724483122829,0.0228598190074616,-2.7752895315087,0.0237578630249995,2.78306914591471
-4.29774788232541e-19,1.54668074353686,0.0234073401826687,-2.77523003094781,0.0243268934744361,2.78319597682131
-4.39946620590709e-19,1.54610998025144,0.0239613408984107,-2.77516982623828,0.0249026580120318,2.78332430868539
-4.50237421748388e-19,1.54553254137204,0.0245218211546878,-2.77510891738009,0.0254851566377864,2.78345414150694
-4.60647191705577e-19,1.54494842689867,0.0250887809514998,-2.77504730437325,0.0260743893517001,2.78358547528597
-4.71175930462278e-19,1.54435763683131,0.0256622202888469,-2.77498498721777,0.0266703561537728,2.78371831002247
-4.81823638018489e-19,1.54376017116997,0.0262421391667289,-2.77492196591363,0.0272730570440045,2.78385264571645
-4.92590314374211e-19,1.54315602991464,0.0268285375851459,-2.77485824046085,0.0278824920223952,2.7839884823679
-5.03475959529443e-19,1.54254521306534,0.0274214155440979,-2.77479381085941,0.0284986610889449,2.78412581997682
-5.14480573484186e-19,1.54192772062205,0.028020773043585,-2.77472867710933,0.0291215642436537,2.78426465854322
-5.2560415623844e-19,1.54130355258479,0.028626610083607,-2.7746628392106,0.0297512014865214,2.7844049980671
-5.36846707792205e-19,1.54067270895354,0.029238926664164,-2.77459629716321,0.0303875728175482,2.78454683854845
-5.48208228145481e-19,1.54003518972831,0.029857722785256,-2.77452905096718,0.031030678236734,2.78469017998727
-5.59688717298267e-19,1.5393909949091,0.030482998446883,-2.7744611006225,0.0316805177440788,2.78483502238357
-5.71288175250564e-19,1.5387401244959,0.031114753649045,-2.77439244612917,0.0323370913395826,2.78498136573734
-5.83006602002371e-19,1.53808257848873,0.031752988391742,-2.77432308748719,0.0330003990232454,2.78512921004859
-5.9484399755369e-19,1.53741835688757,0.032397702674974,-2.77425302469656,0.0336704407950673,2.78527855531731
-6.06800361904519e-19,1.53674745969244,0.0330488964987409,-2.77418225775728,0.0343472166550481,2.78542940154351
-6.18875695054859e-19,1.53606988690332,0.0337065698630429,-2.77411078666935,0.035030726603188,2.78558174872718
-6.3106999700471e-19,1.53538563852022,0.0343707227678799,-2.77403861143277,0.0357209706394869,2.78573559686833
-6.43383267754071e-19,1.53469471454314,0.0350413552132518,-2.77396573204754,0.0364179487639448,2.78589094596695
-6.55815507302943e-19,1.53399711497207,0.0357184671991588,-2.77389214851366,0.0371216609765617,2.78604779602304
-6.68366715651326e-19,1.53329283980703,0.0364020587256007,-2.77381786083113,0.0378321072773376,2.78620614703661
-6.81036892799219e-19,1.532581889048,0.0370921297925777,-2.77374286899995,0.0385492876662725,2.78636599900766
-6.93826038746624e-19,1.531864262695,0.0377886804000896,-2.77366717302013,0.0392732021433665,2.78652735193617
-7.06734153493539e-19,1.53113996074801,0.0384917105481365,-2.77359077289165,0.0400038507086194,2.78669020582217
-7.19761237039965e-19,1.53040898320704,0.0392012202367185,-2.77351366861452,0.0407412333620314,2.78685456066564
-7.32907289385901e-19,1.52967133007208,0.0399172094658354,-2.77343586018875,0.0414853501036024,2.78702041646658
-7.46172310531349e-19,1.52892700134315,0.0406396782354873,-2.77335734761432,0.0422362009333324,2.787187773225
-7.59556300476307e-19,1.52817599702024,0.0413686265456742,-2.77327813089125,0.0429937858512214,2.78735663094089
-7.73059259220775e-19,1.52741831710334,0.0421040543963961,-2.77319821001952,0.0437581048572694,2.78752698961426
-7.86681186764755e-19,1.52665396159246,0.042845961787653,-2.77311758499915,0.0445291579514765,2.7876988492451
-8.00422083108245e-19,1.5258829304876,0.0435943487194449,-2.77303625583012,0.0453069451338425,2.78787220983341
-8.14281948251246e-19,1.52510522378876,0.0443492151917718,-2.77295422251245,0.0460914664043676,2.7880470713792
-8.28260782193758e-19,1.52432084149594,0.0451105612046337,-2.77287148504613,0.0468827217630517,2.78822343388247
-8.4235858493578e-19,1.52352978360914,0.0458783867580306,-2.77278804343116,0.0476807112098948,2.78840129734321
-8.56575356477313e-19,1.52273205012835,0.0466526918519625,-2.77270389766753,0.0484854347448969,2.78858066176142
-8.70911096818357e-19,1.52192764105359,0.0474334764864294,-2.77261904775526,0.049296892368058,2.78876152713711
-8.85365805958912e-19,1.52111655638484,0.0482207406614312,-2.77253349369434,0.0501150840793781,2.78894389347027
-8.99939483898977e-19,1.52029879612211,0.0490144843769681,-2.77244723548477,0.0509400098788573,2.78912776076091
-9.14632130638553e-19,1.5194743602654,0.0498147076330399,-2.77236027312655,0.0517716697664954,2.78931312900902
-9.2944374617764e-19,1.51864324881471,0.0506214104296468,-2.77227260661968,0.0526100637422926,2.78949999821461
-9.44374330516238e-19,1.51780546177003,0.0514345927667886,-2.77218423596416,0.0534551918062488,2.78968836837767
-9.59423883654346e-19,1.51696099913138,0.0522542546444655,-2.77209516115999,0.054307053958364,2.78987823949821
-9.74592405591965e-19,1.51610986089874,0.0530803960626773,-2.77200538220718,0.0551656501986382,2.79006961157622
-9.89879896329095e-19,1.51525204707212,0.0539130170214241,-2.77191489910571,0.0560309805270714,2.79026248461171
-1.00528635586574e-18,1.51438755765152,0.054752117520706,-2.77182371185559,0.0569030449436637,2.79045685860467
-1.02081178420189e-18,1.51351639263694,0.0555976975605228,-2.77173182045682,0.057781843448415,2.7906527335551
-1.03645618133755e-18,1.51263855202838,0.0564497571408746,-2.77163922490941,0.0586673760413252,2.79085010946301
-1.05221954727272e-18,1.51175403582583,0.0573082962617614,-2.77154592521334,0.0595596427223945,2.79104898632839
-1.06810188200741e-18,1.51086284402931,0.0581733149231832,-2.77145192136862,0.0604586434916228,2.79124936415125
-1.0841031855416e-18,1.5099649766388,0.05904481312514,-2.77135721337526,0.0613643783490101,2.79145124293159
-1.1002234578753e-18,1.50906043365431,0.0599227908676318,-2.77126180123324,0.0622768472945564,2.79165462266939
-1.11646269900852e-18,1.50814921507584,0.0608072481506586,-2.77116568494258,0.0631960503282618,2.79185950336468
-1.13282090894125e-18,1.50723132090339,0.0616981849742204,-2.77106886450327,0.0641219874501261,2.79206588501743
-1.14929808767348e-18,1.50630675113696,0.0625956013383172,-2.7709713399153,0.0650546586601495,2.79227376762766
-1.16589423520523e-18,1.50537550577654,0.0634994972429489,-2.77087311117869,0.0659940639583319,2.79248315119537
-1.18260935153649e-18,1.50443758482215,0.0644098726881157,-2.77077417829343,0.0669402033446733,2.79269403572055
-1.19944343666726e-18,1.50349298827377,0.0653267276738175,-2.77067454125952,0.0678930768191737,2.79290642120321
-1.21639649059754e-18,1.50254171613141,0.0662500622000542,-2.77057420007695,0.0688526843818331,2.79312030764334
-1.23346851332733e-18,1.50158376839507,0.067179876266826,-2.77047315474574,0.0698190260326515,2.79333569504094
-1.25065950485663e-18,1.50061914506475,0.0681161698741327,-2.77037140526588,0.0707921017716289,2.79355258339602
-1.26796946518545e-18,1.49964784614045,0.0690589430219744,-2.77026895163737,0.0717719115987654,2.79377097270857
-1.28539839431377e-18,1.49866987162216,0.0700081957103512,-2.77016579386021,0.0727584555140609,2.7939908629786
-1.3029462922416e-18,1.4976852215099,0.0709639279392629,-2.7700619319344,0.0737517335175153,2.7942122542061
-1.32061315896895e-18,1.49669389580365,0.0719261397087097,-2.76995736585994,0.0747517456091288,2.79443514639108
-1.3383989944958e-18,1.49569589450342,0.0728948310186914,-2.76985209563684,0.0757584917889014,2.79465953953353
-1.35630379882217e-18,1.49469121760921,0.0738700018692081,-2.76974612126508,0.0767719720568329,2.79488543363346
-1.37432757194805e-18,1.49367986512102,0.0748516522602598,-2.76963944274467,0.0777921864129234,2.79511282869086
-1.39247031387343e-18,1.49266183703885,0.0758397821918465,-2.76953206007561,0.078819134857173,2.79534172470574
-1.41073202459833e-18,1.49163713336269,0.0768343916639682,-2.76942397325791,0.0798528173895816,2.79557212167809
-1.42911270412274e-18,1.49060575409255,0.0778354806766249,-2.76931518229155,0.0808932340101491,2.79580401960791
-1.44761235244666e-18,1.48956769922844,0.0788430492298166,-2.76920568717654,0.0819403847188757,2.79603741849521
-1.46623096957009e-18,1.48852296877034,0.0798570973235433,-2.76909548791289,0.0829942695157613,2.79627231833999
-1.48496855549303e-18,1.48747156271826,0.080877624957805,-2.76898458450058,0.0840548884008059,2.79650871914224
-1.50382511021548e-18,1.48641348107219,0.0819046321326016,-2.76887297693963,0.0851222413740096,2.79674662090196
-1.52280063373745e-18,1.48534872383215,0.0829381188479333,-2.76876066523002,0.0861963284353722,2.79698602361916
-1.54189512605892e-18,1.48427729099813,0.0839780851038,-2.76864764937177,0.0872771495848939,2.79722692729383
-1.5611085871799e-18,1.48319918257012,0.0850245309002016,-2.76853392936487,0.0883647048225745,2.79746933192598
-1.5804410171004e-18,1.48211439854813,0.0860774562371383,-2.76841950520931,0.0894589941484142,2.7977132375156
-1.5998924158204e-18,1.48102293893216,0.0871368611146099,-2.76830437690511,0.0905600175624129,2.7979586440627
-1.61946278333992e-18,1.47992480372221,0.0882027455326166,-2.76818854445226,0.0916677750645706,2.79820555156727
-1.63915211965895e-18,1.47881999291828,0.0892751094911582,-2.76807200785076,0.0927822666548874,2.79845396002931
-1.65896042477749e-18,1.47770850652037,0.0903539529902348,-2.76795476710061,0.0939034923333631,2.79870386944883
-1.67888769869553e-18,1.47659034452847,0.0914392760298465,-2.76783682220181,0.0950314520999979,2.79895527982583
-1.69893394141309e-18,1.47546550694259,0.0925310786099931,-2.76771817315436,0.0961661459547916,2.7992081911603
-1.71909915293016e-18,1.47433399376273,0.0936293607306747,-2.76759881995826,0.0973075738977444,2.79946260345224
-1.73938333324674e-18,1.4731958049889,0.0947341223918913,-2.76747876261351,0.0984557359288562,2.79971851670166
-1.75978648236284e-18,1.47205094062107,0.0958453635936429,-2.76735800112011,0.099610632048127,2.79997593090855
-1.78030860027844e-18,1.47089940065927,0.0969630843359295,-2.76723653547806,0.100772262255557,2.80023484607292
-1.80094968699355e-18,1.46974118510349,0.0980872846187511,-2.76711436568736,0.101940626551146,2.80049526219476
-1.82170974250818e-18,1.46857629395372,0.0992179644421077,-2.76699149174802,0.103115724934894,2.80075717927408
-1.84258876682231e-18,1.46740472720997,0.100355123805999,-2.76686791366002,0.1042975574068,2.80102059731087
-1.86358675993595e-18,1.46622648487225,0.101498762710426,-2.76674363142337,0.105486123966866,2.80128551630514
-1.88470372184911e-18,1.46504156694054,0.102648881155387,-2.76661864503808,0.106681424615091,2.80155193625688
-1.90593965256178e-18,1.46384997341484,0.103805479140884,-2.76649295450413,0.107883459351475,2.80181985716609
-1.92729455207395e-18,1.46265170429517,0.104968556666916,-2.76636655982154,0.109092228176018,2.80208927903278
-1.94876842038564e-18,1.46144675958152,0.106138113733482,-2.76623946099029,0.11030773108872,2.80236020185695
-1.97036125749684e-18,1.46023513927388,0.107314150340584,-2.7661116580104,0.111529968089581,2.80263262563859
-1.99207306340755e-18,1.45901684337226,0.10849666648822,-2.76598315088185,0.112758939178601,2.8029065503777
-2.01390383811777e-18,1.45779187187667,0.109685662176392,-2.76585393960466,0.11399464435578,2.80318197607429
-2.0358535816275e-18,1.45656022478709,0.110881137405098,-2.76572402417882,0.115237083621118,2.80345890272835
-2.05792229393675e-18,1.45532190210352,0.11208309217434,-2.76559340460432,0.116486256974615,2.80373733033989
-2.0801099750455e-18,1.45407690382598,0.113291526484116,-2.76546208088118,0.117742164416271,2.8040172589089
-2.10241662495376e-18,1.45282522995446,0.114506440334428,-2.76533005300939,0.119004805946086,2.80429868843539
-2.12484224366154e-18,1.45156688048895,0.115727833725274,-2.76519732098895,0.12027418156406,2.80458161891935
-2.14738683116882e-18,1.45030185542946,0.116955706656656,-2.76506388481986,0.121550291270193,2.80486605036078
-2.17005038747562e-18,1.44903015477599,0.118190059128572,-2.76492974450212,0.122833135064485,2.80515198275969
-2.19283291258192e-18,1.44775177852854,0.119430891141024,-2.76479490003573,0.124122712946936,2.80543941611608
-2.21573440648774e-18,1.44646672668711,0.12067820269401,-2.76465935142069,0.125419024917546,2.80572835042994
-2.23875486919307e-18,1.4451749992517,0.121931993787532,-2.764523098657,0.126722070976315,2.80601878570127
-2.26189430069791e-18,1.4438765962223,0.123192264421588,-2.76438614174466,0.128031851123243,2.80631072193008
-2.28515270100226e-18,1.44257151759893,0.12445901459618,-2.76424848068367,0.12934836535833,2.80660415911637
-2.30853007010612e-18,1.44125976338157,0.125732244311306,-2.76411011547404,0.130671613681577,2.80689909726012
-2.33202640800949e-18,1.43994133357023,0.127011953566968,-2.76397104611575,0.132001596092982,2.80719553636136
-2.35564171471237e-18,1.43861622816491,0.128298142363164,-2.76383127260881,0.133338312592546,2.80749347642006
-2.37937599021476e-18,1.43728444716561,0.129590810699896,-2.76369079495323,0.134681763180269,2.80779291743625
-2.40322923451666e-18,1.43594599057232,0.130889958577162,-2.76354961314899,0.136031947856151,2.8080938594099
-2.42720144761808e-18,1.43460085838506,0.132195585994964,-2.7634077271961,0.137388866620193,2.80839630234103
-2.451292629519e-18,1.43324905060381,0.1335076929533,-2.76326513709457,0.138752519472393,2.80870024622964
-2.47550278021944e-18,1.43189056722858,0.134826279452172,-2.76312184284438,0.140122906412752,2.80900569107572
-2.49983189971938e-18,1.43052540825937,0.136151345491578,-2.76297784444555,0.14150002744127,2.80931263687927
-2.52427998801884e-18,1.42915357369618,0.137482891071519,-2.76283314189807,0.142883882557947,2.8096210836403
-2.54884704511781e-18,1.42777506353901,0.138820916191996,-2.76268773520193,0.144274471762784,2.80993103135881
-2.57353307101628e-18,1.42638987778786,0.140165420853007,-2.76254162435715,0.145671795055779,2.81024248003479
-2.59833806571427e-18,1.42499801644272,0.141516405054554,-2.76239480936372,0.147075852436933,2.81055542966824
-2.62326202921177e-18,1.4235994795036,0.142873868796635,-2.76224729022164,0.148486643906247,2.81086988025917
-2.64830496150878e-18,1.42219426697051,0.144237812079251,-2.76209906693091,0.149904169463719,2.81118583180757
-2.6734668626053e-18,1.42078237884343,0.145608234902403,-2.76195013949152,0.15132842910935,2.81150328431345
-2.69874773250134e-18,1.41936381512237,0.146985137266089,-2.76180050790349,0.152759422843141,2.8118222377768
-2.72414757119688e-18,1.41793857580732,0.148368519170311,-2.76165017216681,0.15419715066509,2.81214269219762
-2.74966637869193e-18,1.4165066608983,0.149758380615067,-2.76149913228148,0.155641612575198,2.81246464757593
-2.77530415498649e-18,1.41506807039529,0.151154721600358,-2.76134738824751,0.157092808573466,2.8127881039117
-2.80106090008057e-18,1.41362280429831,0.152557542126185,-2.76119494006488,0.158550738659892,2.81311306120495
-2.82693661397416e-18,1.41217086260734,0.153966842192546,-2.7610417877336,0.160015402834478,2.81343951945568
-2.85293129666725e-18,1.41071224532239,0.155382621799443,-2.76088793125367,0.161486801097222,2.81376747866387
-2.87904494815986e-18,1.40924695244346,0.156804880946874,-2.76073337062509,0.162964933448126,2.81409693882955
-2.90527756845198e-18,1.40777498397054,0.15823361963484,-2.76057810584787,0.164449799887188,2.8144278999527
-2.93162915754361e-18,1.40629633990365,0.159668837863342,-2.76042213692199,0.16594140041441,2.81476036203332
-2.95809971543474e-18,1.40481102024277,0.161110535632378,-2.76026546384746,0.16743973502979,2.81509432507142
-2.98468924212539e-18,1.40331902498792,0.162558712941949,-2.76010808662429,0.16894480373333,2.81542978906699
-3.01139773761556e-18,1.40182035413908,0.164013369792056,-2.75995000525246,0.170456606525028,2.81576675402004
-3.03822520190523e-18,1.40031500769626,0.165474506182697,-2.75979121973199,0.171975143404886,2.81610521993056
-3.06517163499441e-18,1.39880298565945,0.166942122113873,-2.75963173006286,0.173500414372902,2.81644518679855
-3.0922370368831e-18,1.39728428802867,0.168416217585585,-2.75947153624509,0.175032419429078,2.81678665462402
-3.11942140757131e-18,1.39575891480391,0.169896792597831,-2.75931063827867,0.176571158573412,2.81712962340697
-3.14672474705902e-18,1.39422686598516,0.171383847150612,-2.75914903616359,0.178116631805906,2.81747409314739
-3.17414705534624e-18,1.39268814157243,0.172877381243928,-2.75898672989987,0.179668839126558,2.81782006384528
-3.20168833243298e-18,1.39114274156572,0.17437739487778,-2.7588237194875,0.18122778053537,2.81816753550065
-3.22934857831923e-18,1.38959066596503,0.175883888052166,-2.75866000492648,0.182793456032341,2.81851650811349
-3.25712779300498e-18,1.38803191477036,0.177396860767087,-2.75849558621681,0.18436586561747,2.81886698168381
-3.28502597649025e-18,1.38646648798171,0.178916313022544,-2.75833046335849,0.185945009290759,2.81921895621161
-3.31304312877503e-18,1.38489438559907,0.180442244818535,-2.75816463635151,0.187530887052207,2.81957243169687
-3.34117924985932e-18,1.38331560762246,0.181974656155061,-2.7579981051959,0.189123498901813,2.81992740813961
-3.36943433974312e-18,1.38173015405186,0.183513547032122,-2.75783086989163,0.190722844839579,2.82028388553983
-3.39780839842643e-18,1.38013802488728,0.185058917449719,-2.75766293043871,0.192328924865504,2.82064186389752
-3.42630142590925e-18,1.37853922012872,0.18661076740785,-2.75749428683714,0.193941738979587,2.82100134321269
-3.45491342219159e-18,1.37693373977618,0.188169096906516,-2.75732493908692,0.19556128718183,2.82136232348533
-3.48364438727343e-18,1.37532158382965,0.189733905945717,-2.75715488718805,0.197187569472232,2.82172480471544
-3.51249432115478e-18,1.37370275228915,0.191305194525454,-2.75698413114054,0.198820585850793,2.82208878690303
-3.54146322383565e-18,1.37207724515466,0.192882962645725,-2.75681267094437,0.200460336317512,2.8224542700481
-3.57055109531602e-18,1.37044506242619,0.194467210306531,-2.75664050659955,0.202106820872391,2.82282125415064
-3.59975793559591e-18,1.36880620410374,0.196057937507872,-2.75646763810609,0.203760039515429,2.82318973921065
-3.62908374467531e-18,1.36716067018731,0.197655144249749,-2.75629406546397,0.205419992246626,2.82355972522814
-3.65852852255421e-18,1.3655084606769,0.19925883053216,-2.75611978867321,0.207086679065982,2.8239312122031
-3.68809226923263e-18,1.36384957557251,0.200868996355106,-2.75594480773379,0.208760099973497,2.82430420013554
-3.71777498471056e-18,1.36218401487413,0.202485641718587,-2.75576912264573,0.21044025496917,2.82467868902545
-3.747576668988e-18,1.36051177858177,0.204108766622603,-2.75559273340901,0.212127144053003,2.82505467887283
-3.77749732206495e-18,1.35883286669544,0.205738371067155,-2.75541564002365,0.213820767224995,2.82543216967769
-3.80753694394141e-18,1.35714727921512,0.207374455052241,-2.75523784248964,0.215521124485146,2.82581116144003
-3.83769553461739e-18,1.35545501614081,0.209017018577862,-2.75505934080698,0.217228215833456,2.82619165415984
